destinationAirport,fareBasisCode,travelDuration,isBasicEconomy,isNonStop,baseFare,totalTravelDuration,weeknum,time_of_departure,time_of_arrival,no_airlines,no_layovers,no_equipment,no_cabin_changes
DTW,TA3NA0ME,PT10H9M,False,False,384.19,609,16,Mid-Day,Night,1,2,2,1
DTW,TA3NA0ME,PT10H26M,False,False,384.19,626,16,Night,Mid-Day,1,2,1,1
DTW,TA3NA0ME,PT11H9M,False,False,384.19,669,16,Mid-Day,Night,1,2,2,1
DTW,TA3NA0ME,PT11H20M,False,False,384.19,680,16,Mid-Day,Night,1,2,1,1
DTW,TA3NA0ME,PT11H36M,False,False,384.19,696,16,Night,Mid-Day,1,2,2,1
DTW,TA3NA0ME,PT12H25M,False,False,384.19,745,16,Mid-Day,Night,1,2,1,1
DTW,TA3NA0ME,PT12H41M,False,False,384.19,761,16,Night,Mid-Day,1,2,1,1
DTW,KA3TA0MC,PT6H17M,False,False,407.44,377,16,Mid-Day,Night,1,2,2,1
DTW,KA0NA0MQ,PT6H19M,False,False,414.89,379,16,Mid-Day,Night,1,2,1,1
DTW,KA0NA0MQ,PT7H42M,False,False,414.89,462,16,Mid-Day,Night,1,2,2,1
DTW,KA0NX0MQ,PT7H42M,False,False,430.69,462,16,Mid-Day,Night,1,2,2,1
DTW,KA0NX0MQ,PT5H35M,False,False,431.62,335,16,Mid-Day,Night,1,2,2,1
DTW,KA0NX0MQ,PT5H45M,False,False,431.62,345,16,Mid-Day,Mid-Day,1,2,2,1
DTW,KA3QA0MQ,PT5H37M,False,False,435.34,337,16,Night,Night,1,2,2,1
DTW,KA0QA0MQ,PT5H46M,False,False,435.34,346,16,Mid-Day,Mid-Day,1,2,1,1
DTW,KA3NA0MC,PT6H,False,False,435.35,360,16,Night,Night,1,2,2,1
DTW,MA0QA0MQ,PT1H51M,False,True,450.23,111,16,Night,Morning,1,1,1,1
DTW,MA0QA0MQ,PT1H52M,False,True,450.23,112,16,Morning,Mid-Day,1,1,1,1
DTW,MA0QA0MQ,PT1H53M,False,True,450.23,113,16,Night,Night,1,1,1,1
DTW,MA0QA0MQ,PT1H54M,False,True,450.23,114,16,Mid-Day,Night,1,1,1,1
DTW,MA0QA0MQ,PT1H54M,False,True,450.23,114,16,Mid-Day,Mid-Day,1,1,1,1
DTW,MA0QA0MQ,PT1H54M,False,True,450.23,114,16,Mid-Day,Mid-Day,1,1,1,1
DTW,MA0QA0MQ,PT1H55M,False,True,450.23,115,16,Mid-Day,Mid-Day,1,1,1,1
DTW,MA0QA0MQ,PT1H56M,False,True,450.23,116,16,Night,Night,1,1,1,1
DTW,QA3OX0MQ,PT8H25M,False,False,437.21,505,16,Night,Morning,1,2,2,1
DTW,KA3OX0MC,PT4H21M,False,False,453.96,261,16,Mid-Day,Mid-Day,1,2,2,1
DTW,KA3OX0MC,PT7H1M,False,False,453.96,421,16,Morning,Mid-Day,1,2,2,1
DTW,KA0NA0MC,PT6H,False,False,463.26,360,16,Mid-Day,Night,1,2,2,1
DTW,KA0NA0MC,PT7H46M,False,False,463.26,466,16,Mid-Day,Night,1,2,2,1
DTW,UA3NX0MC,PT8H9M,False,False,466.05,489,16,Night,Morning,1,2,2,1
DTW,KA0NX0MQ,PT5H44M,False,False,478.14,344,16,Morning,Mid-Day,1,2,2,1
DTW,Y00PXP5,PT11H47M,False,False,558.15,707,16,Mid-Day,Night,1,2,1,1
DTW,KA3NA0MC,PT9H10M,False,False,909.72,550,16,Mid-Day,Night,2,4,3,1
DTW,KA3NA0MC,PT9H10M,False,False,909.72,550,16,Mid-Day,Night,2,4,3,1
DTW,KA3NA0MC,PT11H25M,False,False,909.72,685,16,Mid-Day,Night,2,4,3,1
DTW,KA3NA0MC,PT11H25M,False,False,909.72,685,16,Mid-Day,Night,2,4,3,1
EWR,WAA3OHBN,PT2H10M,True,True,171.16,130,16,Morning,Mid-Day,1,1,1,1
EWR,VAA3AHES,PT2H13M,False,True,189.77,133,16,Mid-Day,Night,1,1,1,1
EWR,VAA3AHES,PT2H20M,False,True,189.77,140,16,Mid-Day,Mid-Day,1,1,1,1
EWR,V0AJZNN1,PT4H33M,False,False,203.72,273,16,Mid-Day,Mid-Day,1,2,2,1
EWR,V0AJZNN1,PT5H53M,False,False,203.72,353,16,Morning,Mid-Day,1,2,2,1
EWR,QA3OA0MQ,PT2H1M,False,True,226.98,121,16,Mid-Day,Mid-Day,1,1,1,1
EWR,QA3OA0MQ,PT2H5M,False,True,226.98,125,16,Mid-Day,Mid-Day,1,1,1,1
EWR,HA0QA0MQ,PT1H56M,False,True,264.19,116,16,Morning,Mid-Day,1,1,1,1
EWR,HA0QA0MQ,PT2H4M,False,True,264.19,124,16,Night,Morning,1,1,1,1
EWR,HA0QA0MQ,PT2H5M,False,True,264.19,125,16,Mid-Day,Mid-Day,1,1,1,1
EWR,HA0QA0MQ,PT2H7M,False,True,264.19,127,16,Night,Night,1,1,1,1
EWR,HA0QA0MQ,PT2H11M,False,True,264.19,131,16,Mid-Day,Night,1,1,1,1
EWR,L0AHZNN1,PT4H48M,False,False,264.19,288,16,Mid-Day,Night,1,2,2,1
EWR,UAA3JHES,PT2H19M,False,True,292.09,139,16,Night,Night,1,1,1,1
EWR,UAA3JHES,PT2H28M,False,True,292.09,148,16,Night,Night,1,1,1,1
EWR,MA3TA0MC,PT2H9M,False,True,301.4,129,16,Night,Night,1,1,1,1
EWR,M0AHZNN1,PT3H58M,False,False,329.3,238,16,Night,Night,1,2,2,1
EWR,EAA3JHES,PT2H20M,False,True,366.51,140,16,Mid-Day,Mid-Day,1,1,1,1
EWR,EAA3JHES,PT2H23M,False,True,366.51,143,16,Night,Night,1,1,1,1
EWR,EAA3JHES,PT2H28M,False,True,366.51,148,16,Mid-Day,Night,1,1,1,1
EWR,BA0TA0MC,PT2H6M,False,True,403.72,126,16,Night,Night,1,1,1,1
IAD,VAA3JKEN,PT1H48M,False,True,164.65,108,16,Morning,Morning,1,1,1,1
IAD,VAA3JKEN,PT1H51M,False,True,164.65,111,16,Mid-Day,Mid-Day,1,1,1,1
IAD,HAA0OKEN,PT1H51M,False,True,226.98,111,16,Mid-Day,Mid-Day,1,1,1,1
IAD,L3AHZNN1,PT4H57M,False,False,226.98,297,16,Mid-Day,Mid-Day,1,2,2,1
IAD,L3AHZNN1,PT5H22M,False,False,226.98,322,16,Mid-Day,Night,1,2,2,1
IAD,L3AHZNN1,PT6H17M,False,False,226.98,377,16,Morning,Mid-Day,1,2,2,1
IAD,UAA0OKEN,PT1H51M,False,True,282.79,111,16,Night,Night,1,1,1,1
IAD,QA3OX0MQ,PT1H38M,False,True,292.09,98,16,Night,Morning,1,1,1,1
IAD,QA3OX0MQ,PT1H40M,False,True,292.09,100,16,Mid-Day,Mid-Day,1,1,1,1
IAD,QA3OX0MQ,PT1H46M,False,True,292.09,106,16,Mid-Day,Mid-Day,1,1,1,1
IAD,MA0QA0MQ,PT1H38M,False,True,357.21,98,16,Night,Night,1,1,1,1
IAD,H0AHZNN1,PT3H4M,False,False,450.23,184,16,Night,Night,1,2,1,1
IAD,KA3NA0MC,PT10H7M,False,False,705.06,607,16,Mid-Day,Night,3,4,3,1
IAD,KA3NA0MC,PT10H7M,False,False,705.06,607,16,Mid-Day,Night,3,4,3,1
IAD,KA3NA0MC,PT12H22M,False,False,705.06,742,16,Mid-Day,Night,3,4,3,1
IAD,KA3NA0MC,PT12H22M,False,False,705.06,742,16,Mid-Day,Night,3,4,3,1
JFK,QA0TA0MC,PT2H17M,False,True,245.58,137,16,Morning,Mid-Day,1,1,1,1
JFK,L0AHZNN1,PT3H52M,False,False,264.19,232,16,Night,Night,1,2,2,1
JFK,L0AHZNN1,PT6H39M,False,False,264.19,399,16,Mid-Day,Mid-Day,1,2,2,1
JFK,L0AHZNN1,PT3H56M,False,False,264.19,236,16,Mid-Day,Night,1,2,1,1
JFK,L0AHZNN1,PT5H36M,False,False,264.19,336,16,Mid-Day,Mid-Day,1,2,1,1
JFK,L0AHZNN1,PT6H55M,False,False,264.19,415,16,Mid-Day,Night,1,2,1,1
JFK,HA3OA0MC,PT2H15M,False,True,282.79,135,16,Mid-Day,Mid-Day,1,1,1,1
JFK,HA3OA0MC,PT2H17M,False,True,282.79,137,16,Night,Night,1,1,1,1
JFK,HA3OA0MC,PT2H18M,False,True,282.79,138,16,Mid-Day,Night,1,1,1,1
JFK,MA0TA0MC,PT2H17M,False,True,329.3,137,16,Mid-Day,Mid-Day,1,1,1,1
JFK,MA0TA0MC,PT2H18M,False,True,329.3,138,16,Night,Night,1,1,1,1
JFK,KH0JUEL1,PT2H15M,False,True,422.33,135,16,Mid-Day,Mid-Day,1,1,1,1
JFK,QAA0OKEN,PT7H14M,False,False,426.98,434,16,Morning,Mid-Day,2,3,3,1
JFK,QAA0OKEN,PT8H51M,False,False,426.98,531,16,Morning,Mid-Day,2,3,3,1
JFK,QAA0OKEN,PT9H52M,False,False,426.98,592,16,Morning,Mid-Day,2,3,3,1
JFK,QAA0OKEN,PT5H21M,False,False,458.6,321,16,Mid-Day,Night,2,2,2,1
JFK,QAA0OKEN,PT7H53M,False,False,458.6,473,16,Morning,Mid-Day,2,2,2,1
JFK,YH0JUEY5,PT2H15M,False,True,520.0,135,16,Mid-Day,Mid-Day,1,1,1,1
LAX,M03PXP5,PT13H21M,False,False,158.5,801,16,Night,Morning,1,2,1,1
LAX,D01PXP5,PT12H12M,False,False,195.72,732,16,Night,Morning,1,2,1,1
LAX,V3AGZNN1,PT7H30M,False,False,305.12,450,16,Night,Night,1,2,2,1
LAX,V3AGZNN1,PT8H16M,False,False,305.12,496,16,Mid-Day,Mid-Day,1,2,2,1
LAX,V3AGZNN1,PT9H36M,False,False,305.12,576,16,Morning,Mid-Day,1,2,2,1
LAX,V3AGZNN1,PT9H57M,False,False,305.12,597,16,Mid-Day,Night,1,2,2,1
LAX,VAA3AFEN,PT6H31M,False,False,305.12,391,16,Mid-Day,Mid-Day,1,2,2,1
LAX,V3AGZNN1,PT6H44M,False,False,305.12,404,16,Morning,Mid-Day,1,2,1,1
LAX,VAA3AFEN,PT6H56M,False,False,305.12,416,16,Mid-Day,Night,1,2,2,1
LAX,V3AIZNN1,PT6H57M,False,False,305.12,417,16,Mid-Day,Mid-Day,1,2,1,1
LAX,V3AIZNN1,PT7H2M,False,False,305.12,422,16,Morning,Mid-Day,1,2,1,1
LAX,V3AGZNN1,PT7H32M,False,False,305.12,452,16,Mid-Day,Mid-Day,1,2,1,1
LAX,V3AGZNN1,PT7H35M,False,False,305.12,455,16,Morning,Mid-Day,1,2,2,1
LAX,VAA3AFEN,PT8H14M,False,False,305.12,494,16,Mid-Day,Night,1,2,2,1
LAX,V3AGZNN1,PT8H38M,False,False,305.12,518,16,Mid-Day,Mid-Day,1,2,1,1
LAX,V3AIZNN1,PT8H49M,False,False,305.12,529,16,Mid-Day,Mid-Day,1,2,1,1
LAX,VAA3AFEN,PT8H51M,False,False,305.12,531,16,Night,Morning,1,2,2,1
LAX,V3AIZNN1,PT8H57M,False,False,305.12,537,16,Morning,Mid-Day,1,2,1,1
LAX,V3AGZNN1,PT9H1M,False,False,305.12,541,16,Night,Night,1,2,2,1
LAX,VAA3AFEN,PT9H6M,False,False,305.12,546,16,Mid-Day,Mid-Day,1,2,2,1
LAX,V3AGZNN1,PT9H32M,False,False,305.12,572,16,Morning,Mid-Day,1,2,1,1
LAX,V3AGZNN1,PT9H36M,False,False,305.12,576,16,Mid-Day,Mid-Day,1,2,1,1
LAX,V3AGZNN1,PT10H28M,False,False,305.12,628,16,Mid-Day,Night,1,2,2,1
LAX,TA3NA0ME,PT15H,False,False,346.98,900,16,Night,Mid-Day,1,2,2,1
LAX,UA3NX0MC,PT11H52M,False,False,364.65,712,16,Night,Morning,1,2,2,1
LAX,UA3NX0MC,PT13H52M,False,False,364.65,832,16,Night,Morning,1,2,2,1
LAX,VAA3JKEN,PT8H37M,False,False,393.49,517,16,Morning,Mid-Day,1,2,2,1
LAX,HAA0OFEN,PT6H52M,False,False,395.35,412,16,Mid-Day,Mid-Day,1,2,2,1
LAX,HAA0OFEN,PT8H28M,False,False,395.35,508,16,Night,Night,1,2,1,1
LAX,KA0NA0MC,PT7H34M,False,False,399.07,454,16,Night,Night,1,2,2,1
LAX,KA0NA0MC,PT12H53M,False,False,413.02,773,16,Night,Mid-Day,2,2,2,1
LAX,QAA0OKEN,PT9H51M,False,False,418.6,591,16,Mid-Day,Night,2,2,2,1
LAX,LA3NX0MQ,PT10H43M,False,False,416.74,643,16,Mid-Day,Night,1,2,2,1
LAX,LA3NX0MQ,PT13H7M,False,False,416.74,787,16,Morning,Night,1,2,2,1
LAX,KA0NA0MC,PT7H31M,False,False,440.93,451,16,Mid-Day,Night,2,2,2,1
LAX,KA0NA0MC,PT9H43M,False,False,440.93,583,16,Mid-Day,Night,2,2,2,1
LAX,HA0QA0MQ,PT4H43M,False,True,450.23,283,16,Night,Night,1,1,1,1
LAX,HA0QA0MQ,PT4H43M,False,True,450.23,283,16,Night,Night,1,1,1,1
LAX,HA0QA0MQ,PT4H51M,False,True,450.23,291,16,Mid-Day,Mid-Day,1,1,1,1
LAX,KA0NA0MC,PT11H30M,False,False,440.93,690,16,Mid-Day,Night,2,2,2,1
LAX,HA0QA0MQ,PT7H6M,False,False,450.23,426,16,Night,Night,1,2,2,1
LAX,HA0QA0MQ,PT7H10M,False,False,450.23,430,16,Mid-Day,Mid-Day,1,2,2,1
LAX,HA0QA0MQ,PT9H,False,False,450.23,540,16,Night,Night,1,2,2,1
LAX,HA0QA0MQ,PT9H3M,False,False,450.23,543,16,Mid-Day,Night,1,2,2,1
LAX,KA3NA0MQ,PT9H4M,False,False,463.25,544,16,Mid-Day,Night,1,2,2,1
LAX,QAA0OKEN,PT8H7M,False,False,479.07,487,16,Mid-Day,Night,1,2,2,1
LAX,QA0OX0MC,PT9H2M,False,False,500.46,542,16,Mid-Day,Mid-Day,1,2,2,1
LAX,QA0OX0MC,PT9H57M,False,False,500.46,597,16,Morning,Mid-Day,1,2,2,1
LAX,MA0QA0MQ,PT4H45M,False,True,543.26,285,16,Night,Night,1,1,1,1
LAX,K0AHZNN1,PT4H51M,False,True,543.26,291,16,Night,Night,1,1,1,1
LAX,K0AHZNN1,PT4H51M,False,True,543.26,291,16,Night,Night,1,1,1,1
LAX,MA0QA0MQ,PT4H56M,False,True,543.26,296,16,Mid-Day,Night,1,1,1,1
LAX,MA0QA0MQ,PT4H56M,False,True,543.26,296,16,Morning,Mid-Day,1,1,1,1
LAX,MA0QA0MQ,PT4H57M,False,True,543.26,297,16,Mid-Day,Night,1,1,1,1
LAX,MA0QA0MQ,PT4H57M,False,True,543.26,297,16,Mid-Day,Mid-Day,1,1,1,1
LAX,MA0QA0MQ,PT4H57M,False,True,543.26,297,16,Night,Night,1,1,1,1
LAX,MA0QA0MQ,PT4H58M,False,True,543.26,298,16,Mid-Day,Mid-Day,1,1,1,1
LAX,MA0QA0MQ,PT4H58M,False,True,543.26,298,16,Night,Night,1,1,1,1
LAX,MA0QA0MQ,PT5H,False,True,543.26,300,16,Night,Morning,1,1,1,1
LAX,MA0QA0MQ,PT5H,False,True,543.26,300,16,Night,Night,1,1,1,1
LAX,MA0QA0MQ,PT5H,False,True,543.26,300,16,Mid-Day,Mid-Day,1,1,1,1
LAX,Y00PXP5,PT8H16M,False,False,549.22,496,16,Night,Night,1,2,2,1
LGA,G3AJZSN1,PT7H6M,False,False,129.3,426,16,Mid-Day,Mid-Day,1,2,2,1
LGA,SAA3AKBN,PT7H5M,True,False,147.91,425,16,Morning,Mid-Day,1,2,2,1
LGA,B3AHZNN1,PT2H16M,False,True,171.16,136,16,Mid-Day,Mid-Day,1,1,1,1
LGA,V3AHZNN1,PT2H16M,False,True,171.16,136,16,Mid-Day,Mid-Day,1,1,1,1
LGA,V3AHZNN1,PT2H18M,False,True,171.16,138,16,Mid-Day,Mid-Day,1,1,1,1
LGA,B3AHZNN1,PT2H18M,False,True,171.16,138,16,Mid-Day,Mid-Day,1,1,1,1
LGA,V3AHZNN1,PT5H11M,False,False,171.16,311,16,Mid-Day,Mid-Day,1,2,2,1
LGA,VAA0AHES,PT5H,False,False,194.42,300,16,Morning,Mid-Day,1,2,2,1
LGA,KA0NX0MQ,PT2H14M,False,True,213.95,134,16,Morning,Mid-Day,1,1,1,1
LGA,KA0NX0MQ,PT2H14M,False,True,213.95,134,16,Morning,Mid-Day,1,1,1,1
LGA,Q3AHZNN1,PT2H16M,False,True,226.98,136,16,Morning,Mid-Day,1,1,1,1
LGA,L3AHZNN1,PT2H16M,False,True,226.98,136,16,Morning,Mid-Day,1,1,1,1
LGA,L3AHZNN1,PT3H57M,False,False,226.98,237,16,Night,Night,1,2,2,1
LGA,L3AHZNN1,PT3H59M,False,False,226.98,239,16,Mid-Day,Night,1,2,2,1
LGA,L3AHZNN1,PT5H55M,False,False,226.98,355,16,Mid-Day,Night,1,2,2,1
LGA,QA3OX0MC,PT2H10M,False,True,254.88,130,16,Mid-Day,Mid-Day,1,1,1,1
LGA,QA3OX0MC,PT2H11M,False,True,254.88,131,16,Mid-Day,Mid-Day,1,1,1,1
LGA,QA3OX0MC,PT2H12M,False,True,254.88,132,16,Mid-Day,Mid-Day,1,1,1,1
LGA,QA3OX0MC,PT2H12M,False,True,254.88,132,16,Night,Night,1,1,1,1
LGA,QA3OX0MC,PT2H13M,False,True,254.88,133,16,Mid-Day,Mid-Day,1,1,1,1
LGA,QA3OX0MC,PT2H14M,False,True,254.88,134,16,Mid-Day,Mid-Day,1,1,1,1
LGA,QA3OX0MC,PT2H15M,False,True,254.88,135,16,Mid-Day,Mid-Day,1,1,1,1
LGA,HAA0AHES,PT4H9M,False,False,254.88,249,16,Morning,Mid-Day,1,2,2,1
LGA,QA3NA0MC,PT2H14M,False,True,273.49,134,16,Night,Night,1,1,1,1
LGA,H0AHZNN1,PT2H16M,False,True,292.09,136,16,Night,Night,1,1,1,1
LGA,M0AHZNN1,PT2H16M,False,True,292.09,136,16,Night,Night,1,1,1,1
LGA,M0AHZNN1,PT2H22M,False,True,292.09,142,16,Night,Night,1,1,1,1
LGA,H0AHZNN1,PT2H22M,False,True,292.09,142,16,Night,Night,1,1,1,1
LGA,HA0QA0MQ,PT2H12M,False,True,310.7,132,16,Night,Night,1,1,1,1
LGA,HA0QA0MQ,PT2H16M,False,True,310.7,136,16,Night,Night,1,1,1,1
LGA,HA0QA0MQ,PT2H17M,False,True,310.7,137,16,Mid-Day,Night,1,1,1,1
LGA,HA0QA0MQ,PT2H19M,False,True,310.7,139,16,Night,Night,1,1,1,1
LGA,UAA0OKEN,PT4H57M,False,False,329.3,297,16,Mid-Day,Mid-Day,1,2,1,1
LGA,UAA0OKEN,PT5H22M,False,False,329.3,322,16,Mid-Day,Mid-Day,1,2,2,1
LGA,UAA0OKEN,PT6H5M,False,False,329.3,365,16,Mid-Day,Night,1,2,1,1
LGA,EAA0OKEN,PT3H54M,False,False,403.72,234,16,Night,Night,1,2,2,1
LGA,EAA0OKEN,PT5H5M,False,False,403.72,305,16,Mid-Day,Night,1,2,2,1
LGA,EAA0OKEN,PT5H35M,False,False,403.72,335,16,Mid-Day,Night,1,2,2,1
MIA,UA3NA0BC,PT1H49M,True,True,89.3,109,16,Night,Night,1,1,1,1
MIA,UA3NA0BC,PT1H52M,True,True,89.3,112,16,Night,Morning,1,1,1,1
MIA,G03VXP5,PT5H51M,False,False,103.06,351,16,Night,Night,1,2,1,1
MIA,G3AIZNN3,PT1H52M,False,True,112.56,112,16,Morning,Morning,1,1,1,1
MIA,G3AIZNN3,PT2H,False,True,112.56,120,16,Night,Night,1,1,1,1
MIA,LA3NA0BC,PT1H49M,True,True,115.35,109,16,Mid-Day,Mid-Day,1,1,1,1
MIA,LA3NA0BC,PT1H51M,True,True,115.35,111,16,Mid-Day,Mid-Day,1,1,1,1
MIA,LA3NA0BC,PT1H53M,True,True,115.35,113,16,Mid-Day,Night,1,1,1,1
MIA,LA3NA0BC,PT1H55M,True,True,115.35,115,16,Morning,Mid-Day,1,1,1,1
MIA,G3AIZNN3,PT6H47M,False,False,112.56,407,16,Mid-Day,Mid-Day,1,2,2,1
MIA,KA0NA0MC,PT1H47M,False,True,152.56,107,16,Night,Night,1,1,1,1
MIA,KA0NA0MC,PT1H48M,False,True,152.56,108,16,Night,Night,1,1,1,1
MIA,V3AIZNN1,PT1H48M,False,True,159.07,108,16,Mid-Day,Mid-Day,1,1,1,1
MIA,V3AIZNN1,PT1H57M,False,True,159.07,117,16,Mid-Day,Mid-Day,1,1,1,1
MIA,V3AIZNN1,PT1H58M,False,True,159.07,118,16,Mid-Day,Mid-Day,1,1,1,1
MIA,V3AIZNN1,PT2H,False,True,159.07,120,16,Night,Night,1,1,1,1
MIA,V3AIZNN1,PT2H1M,False,True,159.07,121,16,Morning,Mid-Day,1,1,1,1
MIA,V3AIZNN1,PT5H51M,False,False,159.07,351,16,Mid-Day,Mid-Day,1,2,2,1
MIA,QA0QA0MQ,PT1H54M,False,True,217.67,114,16,Mid-Day,Mid-Day,1,1,1,1
MIA,WAA0OKEN,PT6H29M,False,False,227.91,389,16,Mid-Day,Night,1,2,2,1
MIA,WRA3OHER,PT8H23M,False,False,328.38,503,16,Morning,Mid-Day,1,2,2,1
MIA,VAA3AHES,PT6H29M,False,False,407.44,389,16,Morning,Mid-Day,1,2,2,1
MIA,QAA0OKEN,PT6H1M,False,False,440.93,361,16,Morning,Mid-Day,1,2,2,1
MIA,KA3NA0MQ,PT5H34M,False,False,461.4,334,16,Morning,Mid-Day,2,2,2,1
MIA,KH0JUEL1,PT9H4M,False,False,495.82,544,16,Mid-Day,Night,1,2,1,1
MIA,KH0JUEL1,PT11H41M,False,False,495.82,701,16,Mid-Day,Night,1,2,1,1
OAK,M03PXP5,PT13H54M,False,False,158.5,834,16,Night,Morning,1,2,1,1
OAK,LA3NX0MQ,PT13H24M,False,False,383.25,804,16,Night,Mid-Day,1,3,3,1
OAK,HA0OA0MC,PT7H23M,False,False,422.33,443,16,Mid-Day,Mid-Day,1,2,2,1
OAK,HA0OA0MC,PT9H19M,False,False,422.33,559,16,Mid-Day,Mid-Day,1,2,2,1
OAK,QAA0AFEN,PT13H39M,False,False,528.37,819,16,Mid-Day,Night,2,3,3,1
OAK,BA0OA0MC,PT7H21M,False,False,561.86,441,16,Night,Night,1,2,2,1
OAK,HAA0OFEN,PT11H40M,False,False,569.3,700,16,Morning,Mid-Day,2,3,3,1
OAK,HAA0OFEN,PT10H54M,False,False,613.02,654,16,Mid-Day,Night,2,3,2,1
OAK,QAA3AFEN,PT10H30M,False,False,625.12,630,16,Mid-Day,Night,2,3,2,1
OAK,UAA0OFEN,PT11H11M,False,False,659.54,671,16,Morning,Mid-Day,2,3,2,1
OAK,QAA3AFEN,PT10H13M,False,False,718.14,613,16,Night,Night,2,3,3,1
OAK,QAA3AFEN,PT11H26M,False,False,718.14,686,16,Mid-Day,Night,2,3,2,1
OAK,QAA3AFEN,PT12H55M,False,False,718.14,775,16,Mid-Day,Night,2,3,2,1
OAK,HAA0OKEN,PT16H40M,False,False,734.89,1000,16,Morning,Night,2,3,3,1
OAK,QAA0KKEN,P1DT2H44M,False,False,730.23,1604,16,Mid-Day,Mid-Day,2,4,4,1
OAK,UAA0OKEN,PT11H52M,False,False,781.4,712,16,Mid-Day,Night,2,3,3,1
OAK,BH0OASMN,PT11H8M,False,False,810.23,668,16,Morning,Night,1,2,2,1
OAK,BH0OASMN,PT9H55M,False,False,848.37,595,16,Morning,Mid-Day,1,3,3,1
ORD,WAA0OFEN,PT5H13M,False,False,152.56,313,16,Morning,Mid-Day,1,2,1,1
ORD,V0AHZNN1,PT5H,False,False,163.72,300,16,Morning,Mid-Day,1,2,2,1
ORD,V0AHZNN1,PT6H57M,False,False,163.72,417,16,Mid-Day,Mid-Day,1,2,2,1
ORD,VAA3AKEN,PT7H55M,False,False,164.65,475,16,Morning,Mid-Day,1,2,2,1
ORD,KA0OX0MC,PT1H54M,False,True,189.77,114,16,Night,Night,1,1,1,1
ORD,KA0OX0MC,PT8H20M,False,False,189.77,500,16,Morning,Mid-Day,1,2,2,1
ORD,QAA0OKEN,PT5H59M,False,False,208.37,359,16,Mid-Day,Mid-Day,1,2,2,1
ORD,QA3OX0MG,PT2H,False,True,217.67,120,16,Morning,Mid-Day,1,1,1,1
ORD,L0AIZNN1,PT2H11M,False,True,227.91,131,16,Morning,Morning,1,1,1,1
ORD,L0AIZNN1,PT6H,False,False,227.91,360,16,Mid-Day,Mid-Day,1,2,2,1
ORD,L0AIZNN1,PT6H5M,False,False,227.91,365,16,Mid-Day,Night,1,2,2,1
ORD,L0AIZNN1,PT6H10M,False,False,227.91,370,16,Mid-Day,Night,1,2,2,1
ORD,L0AIZNN1,PT6H24M,False,False,227.91,384,16,Mid-Day,Night,1,2,2,1
ORD,L0AIZNN1,PT7H12M,False,False,227.91,432,16,Mid-Day,Night,1,2,2,1
ORD,L0AIZNN1,PT7H23M,False,False,227.91,443,16,Mid-Day,Night,1,2,2,1
ORD,L0AIZNN1,PT8H13M,False,False,227.91,493,16,Mid-Day,Night,1,2,2,1
ORD,L0AIZNN1,PT8H25M,False,False,227.91,505,16,Mid-Day,Night,1,2,2,1
ORD,HAA0OKEN,PT2H10M,False,True,245.58,130,16,Morning,Morning,1,1,1,1
ORD,HAA0OKEN,PT7H34M,False,False,245.58,454,16,Mid-Day,Night,1,2,2,1
ORD,HA0OX0MQ,PT1H55M,False,True,273.49,115,16,Night,Night,1,1,1,1
ORD,HA0OX0MQ,PT2H3M,False,True,273.49,123,16,Mid-Day,Mid-Day,1,1,1,1
ORD,HA0OX0MQ,PT2H4M,False,True,273.49,124,16,Mid-Day,Mid-Day,1,1,1,1
ORD,HA0OX0MQ,PT6H26M,False,False,273.49,386,16,Mid-Day,Mid-Day,1,2,2,1
ORD,HA0OX0MQ,PT6H47M,False,False,273.49,407,16,Morning,Mid-Day,1,2,2,1
ORD,HA0OX0MQ,PT6H56M,False,False,273.49,416,16,Mid-Day,Night,1,2,2,1
ORD,UAA0OKEN,PT2H,False,True,292.09,120,16,Mid-Day,Mid-Day,1,1,1,1
ORD,UAA0OKEN,PT2H15M,False,True,292.09,135,16,Night,Night,1,1,1,1
ORD,M0AIZNN1,PT2H15M,False,True,292.09,135,16,Mid-Day,Mid-Day,1,1,1,1
ORD,M0AIZNN1,PT4H9M,False,False,292.09,249,16,Night,Night,1,2,2,1
ORD,M0AIZNN1,PT4H32M,False,False,292.09,272,16,Mid-Day,Night,1,2,2,1
ORD,UAA0OKEN,PT5H59M,False,False,292.09,359,16,Mid-Day,Night,1,2,2,1
ORD,M0AIZNN1,PT8H2M,False,False,292.09,482,16,Mid-Day,Night,1,2,2,1
ORD,MA0OA0MQ,PT2H6M,False,True,320.0,126,16,Night,Night,1,1,1,1
ORD,MA0OA0MQ,PT2H6M,False,True,320.0,126,16,Mid-Day,Night,1,1,1,1
ORD,K0APZNN1,PT2H11M,False,True,406.51,131,16,Night,Night,1,1,1,1
ORD,MAA0OKEN,PT2H,False,True,431.63,120,16,Night,Night,1,1,1,1
ORD,KA3OX0MC,PT8H21M,False,False,637.16,501,16,Mid-Day,Night,3,4,3,1
ORD,KA3OX0MC,PT12H21M,False,False,637.16,741,16,Mid-Day,Night,3,4,3,1
ORD,KA3OX0MC,PT12H21M,False,False,637.16,741,16,Mid-Day,Night,3,4,3,1
PHL,L00PXS2,PT2H1M,False,True,166.87,121,16,Mid-Day,Mid-Day,1,1,1,1
PHL,HA0QA0MQ,PT1H58M,False,True,264.19,118,16,Morning,Mid-Day,1,1,1,1
